time	V(c)
1.422499999999449e-002	8.650277e-003
1.424499999999448e-002	8.747054e-003
1.426499999999448e-002	8.721354e-003
1.428499999999447e-002	8.573009e-003
1.430499999999446e-002	8.302817e-003
1.432499999999445e-002	7.912634e-003
1.434499999999445e-002	7.405289e-003
1.436499999999444e-002	6.784581e-003
1.438499999999443e-002	6.055358e-003
1.440499999999442e-002	5.223644e-003
1.442499999999442e-002	4.296783e-003
1.444499999999441e-002	3.283601e-003
1.446499999999440e-002	2.194571e-003
1.448499999999439e-002	1.041982e-003
1.450499999999438e-002	-1.599124e-004
1.452499999999438e-002	-1.394780e-003
1.454499999999437e-002	-2.644158e-003
1.456499999999436e-002	-3.887502e-003
1.458499999999435e-002	-5.102366e-003
1.460499999999435e-002	-6.264754e-003
1.462499999999434e-002	-7.349668e-003
1.464499999999433e-002	-8.331868e-003
1.466499999999432e-002	-9.186830e-003
1.468499999999431e-002	-9.891850e-003
1.470499999999431e-002	-1.042722e-002
1.472499999999430e-002	-1.077738e-002
1.474499999999429e-002	-1.093186e-002
1.476499999999428e-002	-1.088599e-002
1.478499999999428e-002	-1.064122e-002
1.480499999999427e-002	-1.020501e-002
1.482499999999426e-002	-9.590322e-003
1.484499999999425e-002	-8.814784e-003
1.486499999999424e-002	-7.899635e-003
1.488499999999424e-002	-6.868544e-003
1.490499999999423e-002	-5.746460e-003
1.492499999999422e-002	-4.558569e-003
1.494499999999421e-002	-3.329429e-003
1.496499999999421e-002	-2.082311e-003
1.498499999999420e-002	-8.387489e-004
1.500499999999419e-002	3.817223e-004
1.502499999999418e-002	1.561684e-003
1.504499999999417e-002	2.685825e-003
1.506499999999417e-002	3.740864e-003
1.508499999999416e-002	4.715407e-003
1.510499999999415e-002	5.599798e-003
1.512499999999414e-002	6.385947e-003
1.514499999999414e-002	7.067177e-003
1.516499999999413e-002	7.638079e-003
1.518499999999412e-002	8.094386e-003
1.520499999999411e-002	8.432876e-003
1.522499999999410e-002	8.651261e-003
1.524499999999410e-002	8.748039e-003
1.526499999999409e-002	8.722339e-003
1.528499999999408e-002	8.573991e-003
1.530499999999407e-002	8.303800e-003
1.532499999999407e-002	7.913616e-003
1.534499999999406e-002	7.406268e-003
1.536499999999405e-002	6.785558e-003
1.538499999999404e-002	6.056332e-003
1.540499999999404e-002	5.224614e-003
1.542499999999403e-002	4.297750e-003
1.544499999999402e-002	3.284563e-003
1.546499999999401e-002	2.195529e-003
1.548499999999400e-002	1.042935e-003
1.550499999999400e-002	-1.589655e-004
1.552499999999399e-002	-1.393839e-003
1.554499999999398e-002	-2.643223e-003
1.556499999999397e-002	-3.886573e-003
1.558499999999397e-002	-5.101443e-003
1.560499999999396e-002	-6.263837e-003
1.562499999999395e-002	-7.348757e-003
1.564499999999394e-002	-8.330964e-003
1.566499999999393e-002	-9.185930e-003
1.568499999999393e-002	-9.890954e-003
1.570499999999392e-002	-1.042633e-002
1.572499999999391e-002	-1.077649e-002
1.574499999999390e-002	-1.093097e-002
1.576499999999390e-002	-1.088510e-002
1.578499999999389e-002	-1.064033e-002
1.580499999999388e-002	-1.020412e-002
1.582499999999387e-002	-9.589424e-003
1.584499999999386e-002	-8.813882e-003
1.586499999999386e-002	-7.898727e-003
1.588499999999385e-002	-6.867631e-003
1.590499999999384e-002	-5.745541e-003
1.592499999999383e-002	-4.557644e-003
1.594499999999383e-002	-3.328498e-003
1.596499999999382e-002	-2.081373e-003
1.598499999999381e-002	-8.378057e-004
1.600499999999380e-002	3.826711e-004
1.602499999999379e-002	1.562638e-003
1.604499999999379e-002	2.686784e-003
1.606499999999378e-002	3.741827e-003
1.608499999999377e-002	4.716374e-003
1.610499999999376e-002	5.600768e-003
1.612499999999376e-002	6.386921e-003
1.614499999999375e-002	7.068154e-003
1.616499999999374e-002	7.639057e-003
1.618499999999373e-002	8.095366e-003
1.620499999999372e-002	8.433857e-003
1.622499999999372e-002	8.652243e-003
1.624499999999371e-002	8.749021e-003
1.626499999999370e-002	8.723320e-003
1.628499999999369e-002	8.574973e-003
1.630499999999369e-002	8.304780e-003
1.632499999999368e-002	7.914594e-003
1.634499999999367e-002	7.407246e-003
1.636499999999366e-002	6.786532e-003
1.638499999999366e-002	6.057303e-003
1.640499999999365e-002	5.225583e-003
1.642499999999364e-002	4.298714e-003
1.644499999999363e-002	3.285524e-003
1.646499999999362e-002	2.196485e-003
1.648499999999362e-002	1.043885e-003
1.650499999999361e-002	-1.580204e-004
1.652499999999360e-002	-1.392900e-003
1.654499999999359e-002	-2.642290e-003
1.656499999999359e-002	-3.885646e-003
1.658499999999358e-002	-5.100523e-003
1.660499999999357e-002	-6.262923e-003
1.662499999999356e-002	-7.347849e-003
1.664499999999355e-002	-8.330060e-003
1.666499999999355e-002	-9.185032e-003
1.668499999999354e-002	-9.890060e-003
1.670499999999353e-002	-1.042544e-002
1.672499999999352e-002	-1.077560e-002
1.674499999999352e-002	-1.093008e-002
1.676499999999351e-002	-1.088421e-002
1.678499999999350e-002	-1.063944e-002
1.680499999999349e-002	-1.020323e-002
1.682499999999348e-002	-9.588529e-003
1.684499999999348e-002	-8.812982e-003
1.686499999999347e-002	-7.897822e-003
1.688499999999346e-002	-6.866720e-003
1.690499999999345e-002	-5.744624e-003
1.692499999999345e-002	-4.556721e-003
1.694499999999344e-002	-3.327568e-003
1.696499999999343e-002	-2.080438e-003
1.698499999999342e-002	-8.368645e-004
1.700499999999341e-002	3.836181e-004
1.702499999999341e-002	1.563590e-003
1.704499999999340e-002	2.687741e-003
1.706499999999339e-002	3.742788e-003
1.708499999999338e-002	4.717340e-003
1.710499999999338e-002	5.601737e-003
1.712499999999337e-002	6.387893e-003
1.714499999999336e-002	7.069129e-003
1.716499999999335e-002	7.640034e-003
1.718499999999334e-002	8.096345e-003
1.720499999999334e-002	8.434837e-003
1.722499999999333e-002	8.653224e-003
1.724499999999332e-002	8.750002e-003
1.726499999999331e-002	8.724300e-003
1.728499999999331e-002	8.575953e-003
1.730499999999330e-002	8.305758e-003
1.732499999999329e-002	7.915571e-003
1.734499999999328e-002	7.408220e-003
1.736499999999328e-002	6.787505e-003
1.738499999999327e-002	6.058273e-003
1.740499999999326e-002	5.226549e-003
1.742499999999325e-002	4.299677e-003
1.744499999999324e-002	3.286482e-003
1.746499999999324e-002	2.197438e-003
1.748499999999323e-002	1.044834e-003
1.750499999999322e-002	-1.570772e-004
1.752499999999321e-002	-1.391962e-003
1.754499999999321e-002	-2.641358e-003
1.756499999999320e-002	-3.884721e-003
1.758499999999319e-002	-5.099604e-003
1.760499999999318e-002	-6.262010e-003
1.762499999999317e-002	-7.346942e-003
1.764499999999317e-002	-8.329159e-003
1.766499999999316e-002	-9.184135e-003
1.768499999999315e-002	-9.889168e-003
1.770499999999314e-002	-1.042455e-002
1.772499999999314e-002	-1.077471e-002
1.774499999999313e-002	-1.092919e-002
1.776499999999312e-002	-1.088333e-002
1.778499999999311e-002	-1.063856e-002
1.780499999999310e-002	-1.020234e-002
1.782499999999310e-002	-9.587635e-003
1.784499999999309e-002	-8.812083e-003
1.786499999999308e-002	-7.896919e-003
1.788499999999307e-002	-6.865811e-003
1.790499999999307e-002	-5.743709e-003
1.792499999999306e-002	-4.555800e-003
1.794499999999305e-002	-3.326641e-003
1.796499999999304e-002	-2.079504e-003
1.798499999999303e-002	-8.359249e-004
1.800499999999303e-002	3.845632e-004
1.802499999999302e-002	1.564540e-003
1.804499999999301e-002	2.688697e-003
1.806499999999300e-002	3.743748e-003
1.808499999999300e-002	4.718303e-003
1.810499999999299e-002	5.602704e-003
1.812499999999298e-002	6.388863e-003
1.814499999999297e-002	7.070101e-003
1.816499999999297e-002	7.641009e-003
1.818499999999296e-002	8.097321e-003
1.820499999999295e-002	8.435815e-003
1.822499999999294e-002	8.654202e-003
1.824499999999293e-002	8.750981e-003
1.826499999999293e-002	8.725279e-003
1.828499999999292e-002	8.576931e-003
1.830499999999291e-002	8.306735e-003
1.832499999999290e-002	7.916546e-003
1.834499999999290e-002	7.409194e-003
1.836499999999289e-002	6.788475e-003
1.838499999999288e-002	6.059241e-003
1.840499999999287e-002	5.227514e-003
1.842499999999286e-002	4.300638e-003
1.844499999999286e-002	3.287439e-003
1.846499999999285e-002	2.198390e-003
1.848499999999284e-002	1.045781e-003
1.850499999999283e-002	-1.561357e-004
1.852499999999283e-002	-1.391026e-003
1.854499999999282e-002	-2.640428e-003
1.856499999999281e-002	-3.883797e-003
1.858499999999280e-002	-5.098687e-003
1.860499999999279e-002	-6.261099e-003
1.862499999999279e-002	-7.346037e-003
1.864499999999278e-002	-8.328259e-003
1.866499999999277e-002	-9.183240e-003
1.868499999999276e-002	-9.888276e-003
1.870499999999276e-002	-1.042366e-002
1.872499999999275e-002	-1.077383e-002
1.874499999999274e-002	-1.092831e-002
1.876499999999273e-002	-1.088244e-002
1.878499999999272e-002	-1.063767e-002
1.880499999999272e-002	-1.020145e-002
1.882499999999271e-002	-9.586743e-003
1.884499999999270e-002	-8.811187e-003
1.886499999999269e-002	-7.896017e-003
1.888499999999269e-002	-6.864903e-003
1.890499999999268e-002	-5.742796e-003
1.892499999999267e-002	-4.554880e-003
1.894499999999266e-002	-3.325715e-003
1.896499999999265e-002	-2.078572e-003
1.898499999999265e-002	-8.349872e-004
1.900499999999264e-002	3.855064e-004
1.902499999999263e-002	1.565489e-003
1.904499999999262e-002	2.689650e-003
1.906499999999262e-002	3.744706e-003
1.908499999999261e-002	4.719265e-003
1.910499999999260e-002	5.603670e-003
1.912499999999259e-002	6.389831e-003
1.914499999999259e-002	7.071072e-003
1.916499999999258e-002	7.641982e-003
1.918499999999257e-002	8.098295e-003
1.920499999999256e-002	8.436791e-003
1.922499999999255e-002	8.655178e-003
1.924499999999255e-002	8.751957e-003
1.926499999999254e-002	8.726256e-003
1.928499999999253e-002	8.577906e-003
1.930499999999252e-002	8.307710e-003
1.932499999999252e-002	7.917520e-003
1.934499999999251e-002	7.410165e-003
1.936499999999250e-002	6.789444e-003
1.938499999999249e-002	6.060207e-003
1.940499999999248e-002	5.228477e-003
1.942499999999248e-002	4.301597e-003
1.944499999999247e-002	3.288394e-003
1.946499999999246e-002	2.199341e-003
1.948499999999245e-002	1.046726e-003
1.950499999999245e-002	-1.551961e-004
1.952499999999244e-002	-1.390093e-003
1.954499999999243e-002	-2.639501e-003
1.956499999999242e-002	-3.882876e-003
1.958499999999241e-002	-5.097771e-003
1.960499999999241e-002	-6.260190e-003
1.962499999999240e-002	-7.345133e-003
1.964499999999239e-002	-8.327361e-003
1.966499999999238e-002	-9.182348e-003
1.968499999999238e-002	-9.887388e-003
1.970499999999237e-002	-1.042278e-002
1.972499999999236e-002	-1.077294e-002
1.974499999999235e-002	-1.092743e-002
1.976499999999234e-002	-1.088156e-002
1.978499999999234e-002	-1.063678e-002
1.980499999999233e-002	-1.020056e-002
1.982499999999232e-002	-9.585853e-003
1.984499999999231e-002	-8.810291e-003
1.986499999999231e-002	-7.895117e-003
1.988499999999230e-002	-6.863997e-003
1.990499999999229e-002	-5.741884e-003
1.992499999999228e-002	-4.553962e-003
1.994499999999227e-002	-3.324791e-003
1.996499999999227e-002	-2.077642e-003
1.998499999999226e-002	-8.340513e-004
1.999499999999226e-002	-2.187283e-004
2.000000000000000e-002	8.674416e-005
