time	V(vout)
1.054499999999592e-002	1.452464e+000
1.056499999999591e-002	1.534559e+000
1.058499999999590e-002	1.612283e+000
1.060499999999590e-002	1.684385e+000
1.062499999999589e-002	1.749714e+000
1.064499999999588e-002	1.807242e+000
1.066499999999587e-002	1.856080e+000
1.068499999999586e-002	1.895489e+000
1.070499999999586e-002	1.924883e+000
1.072499999999585e-002	1.943832e+000
1.074499999999584e-002	1.952066e+000
1.076499999999583e-002	1.949466e+000
1.078499999999583e-002	1.936071e+000
1.080499999999582e-002	1.912071e+000
1.082499999999581e-002	1.877817e+000
1.084499999999580e-002	1.833811e+000
1.086499999999580e-002	1.780715e+000
1.088499999999579e-002	1.719342e+000
1.090499999999578e-002	1.650649e+000
1.092499999999577e-002	1.575727e+000
1.094499999999576e-002	1.495778e+000
1.096499999999576e-002	1.412095e+000
1.098499999999575e-002	1.326039e+000
1.100499999999574e-002	1.239009e+000
1.102499999999573e-002	1.152414e+000
1.104499999999573e-002	1.067647e+000
1.106499999999572e-002	9.860582e-001
1.108499999999571e-002	9.089353e-001
1.110499999999570e-002	8.374794e-001
1.112499999999569e-002	7.727892e-001
1.114499999999569e-002	7.158471e-001
1.116499999999568e-002	6.675062e-001
1.118499999999567e-002	6.284810e-001
1.120499999999566e-002	5.993399e-001
1.122499999999566e-002	5.805023e-001
1.124499999999565e-002	5.722428e-001
1.126499999999564e-002	5.746992e-001
1.128499999999563e-002	5.878636e-001
1.130499999999562e-002	6.115592e-001
1.132499999999562e-002	6.454369e-001
1.134499999999561e-002	6.889898e-001
1.136499999999560e-002	7.415642e-001
1.138499999999559e-002	8.023679e-001
1.140499999999559e-002	8.704773e-001
1.142499999999558e-002	9.448472e-001
1.144499999999557e-002	1.024323e+000
1.146499999999556e-002	1.107658e+000
1.148499999999555e-002	1.193529e+000
1.150499999999555e-002	1.280560e+000
1.152499999999554e-002	1.367346e+000
1.154499999999553e-002	1.452478e+000
1.156499999999552e-002	1.534572e+000
1.158499999999552e-002	1.612296e+000
1.160499999999551e-002	1.684398e+000
1.162499999999550e-002	1.749727e+000
1.164499999999549e-002	1.807255e+000
1.166499999999549e-002	1.856093e+000
1.168499999999548e-002	1.895502e+000
1.170499999999547e-002	1.924896e+000
1.172499999999546e-002	1.943846e+000
1.174499999999545e-002	1.952079e+000
1.176499999999545e-002	1.949479e+000
1.178499999999544e-002	1.936084e+000
1.180499999999543e-002	1.912084e+000
1.182499999999542e-002	1.877830e+000
1.184499999999542e-002	1.833824e+000
1.186499999999541e-002	1.780728e+000
1.188499999999540e-002	1.719355e+000
1.190499999999539e-002	1.650663e+000
1.192499999999538e-002	1.575740e+000
1.194499999999538e-002	1.495791e+000
1.196499999999537e-002	1.412108e+000
1.198499999999536e-002	1.326052e+000
1.200499999999535e-002	1.239022e+000
1.202499999999535e-002	1.152427e+000
1.204499999999534e-002	1.067660e+000
1.206499999999533e-002	9.860712e-001
1.208499999999532e-002	9.089484e-001
1.210499999999531e-002	8.374923e-001
1.212499999999531e-002	7.728022e-001
1.214499999999530e-002	7.158601e-001
1.216499999999529e-002	6.675192e-001
1.218499999999528e-002	6.284939e-001
1.220499999999528e-002	5.993528e-001
1.222499999999527e-002	5.805153e-001
1.224499999999526e-002	5.722557e-001
1.226499999999525e-002	5.747121e-001
1.228499999999524e-002	5.878766e-001
1.230499999999524e-002	6.115721e-001
1.232499999999523e-002	6.454499e-001
1.234499999999522e-002	6.890028e-001
1.236499999999521e-002	7.415773e-001
1.238499999999521e-002	8.023810e-001
1.240499999999520e-002	8.704904e-001
1.242499999999519e-002	9.448603e-001
1.244499999999518e-002	1.024337e+000
1.246499999999517e-002	1.107671e+000
1.248499999999517e-002	1.193542e+000
1.250499999999516e-002	1.280573e+000
1.252499999999515e-002	1.367359e+000
1.254499999999514e-002	1.452491e+000
1.256499999999514e-002	1.534585e+000
1.258499999999513e-002	1.612309e+000
1.260499999999512e-002	1.684411e+000
1.262499999999511e-002	1.749740e+000
