time	V(b)
1.446499999999440e-002	6.939317e-001
1.448499999999439e-002	6.927788e-001
1.450499999999438e-002	6.915768e-001
1.452499999999438e-002	6.903422e-001
1.454499999999437e-002	6.890933e-001
1.456499999999436e-002	6.878508e-001
1.458499999999435e-002	6.866369e-001
1.460499999999435e-002	6.854758e-001
1.462499999999434e-002	6.843925e-001
1.464499999999433e-002	6.834120e-001
1.466499999999432e-002	6.825589e-001
1.468499999999431e-002	6.818559e-001
1.470499999999431e-002	6.813227e-001
1.472499999999430e-002	6.809748e-001
1.474499999999429e-002	6.808226e-001
1.476499999999428e-002	6.808707e-001
1.478499999999428e-002	6.811177e-001
1.480499999999427e-002	6.815561e-001
1.482499999999426e-002	6.821729e-001
1.484499999999425e-002	6.829504e-001
1.486499999999424e-002	6.838673e-001
1.488499999999424e-002	6.849001e-001
1.490499999999423e-002	6.860236e-001
1.492499999999422e-002	6.872126e-001
1.494499999999421e-002	6.884427e-001
1.496499999999421e-002	6.896905e-001
1.498499999999420e-002	6.909344e-001
1.500499999999419e-002	6.921549e-001
1.502499999999418e-002	6.933347e-001
1.504499999999417e-002	6.944584e-001
1.506499999999417e-002	6.955126e-001
1.508499999999416e-002	6.964861e-001
1.510499999999415e-002	6.973691e-001
1.512499999999414e-002	6.981537e-001
1.514499999999414e-002	6.988332e-001
1.516499999999413e-002	6.994021e-001
1.518499999999412e-002	6.998563e-001
1.520499999999411e-002	7.001926e-001
1.522499999999410e-002	7.004086e-001
1.524499999999410e-002	7.005030e-001
1.526499999999409e-002	7.004750e-001
1.528499999999408e-002	7.003242e-001
1.530499999999407e-002	7.000518e-001
1.532499999999407e-002	6.996594e-001
1.534499999999406e-002	6.991500e-001
1.536499999999405e-002	6.985275e-001
1.538499999999404e-002	6.977966e-001
1.540499999999404e-002	6.969634e-001
1.542499999999403e-002	6.960353e-001
1.544499999999402e-002	6.950212e-001
1.546499999999401e-002	6.939316e-001
1.548499999999400e-002	6.927786e-001
1.550499999999400e-002	6.915766e-001
1.552499999999399e-002	6.903419e-001
1.554499999999398e-002	6.890931e-001
1.556499999999397e-002	6.878505e-001
1.558499999999397e-002	6.866367e-001
1.560499999999396e-002	6.854756e-001
1.562499999999395e-002	6.843922e-001
1.564499999999394e-002	6.834117e-001
1.566499999999393e-002	6.825587e-001
1.568499999999393e-002	6.818557e-001
1.570499999999392e-002	6.813225e-001
1.572499999999391e-002	6.809745e-001
1.574499999999390e-002	6.808223e-001
1.576499999999390e-002	6.808705e-001
1.578499999999389e-002	6.811175e-001
1.580499999999388e-002	6.815559e-001
1.582499999999387e-002	6.821727e-001
1.584499999999386e-002	6.829501e-001
1.586499999999386e-002	6.838672e-001
1.588499999999385e-002	6.848999e-001
1.590499999999384e-002	6.860234e-001
1.592499999999383e-002	6.872125e-001
1.594499999999383e-002	6.884425e-001
1.596499999999382e-002	6.896903e-001
1.598499999999381e-002	6.909342e-001
1.600499999999380e-002	6.921548e-001
1.602499999999379e-002	6.933345e-001
1.604499999999379e-002	6.944582e-001
1.606499999999378e-002	6.955124e-001
1.608499999999377e-002	6.964859e-001
1.610499999999376e-002	6.973690e-001
1.612499999999376e-002	6.981536e-001
1.614499999999375e-002	6.988330e-001
1.616499999999374e-002	6.994020e-001
1.618499999999373e-002	6.998562e-001
1.620499999999372e-002	7.001924e-001
1.622499999999372e-002	7.004085e-001
1.624499999999371e-002	7.005029e-001
1.626499999999370e-002	7.004748e-001
1.628499999999369e-002	7.003241e-001
1.630499999999369e-002	7.000516e-001
1.632499999999368e-002	6.996593e-001
1.634499999999367e-002	6.991498e-001
1.636499999999366e-002	6.985273e-001
1.638499999999366e-002	6.977964e-001
1.640499999999365e-002	6.969632e-001
1.642499999999364e-002	6.960351e-001
1.644499999999363e-002	6.950210e-001
1.646499999999362e-002	6.939313e-001
1.648499999999362e-002	6.927784e-001
1.650499999999361e-002	6.915764e-001
1.652499999999360e-002	6.903418e-001
1.654499999999359e-002	6.890929e-001
1.656499999999359e-002	6.878504e-001
1.658499999999358e-002	6.866365e-001
1.660499999999357e-002	6.854754e-001
1.662499999999356e-002	6.843920e-001
1.664499999999355e-002	6.834115e-001
1.666499999999355e-002	6.825585e-001
1.668499999999354e-002	6.818554e-001
1.670499999999353e-002	6.813222e-001
1.672499999999352e-002	6.809743e-001
1.674499999999352e-002	6.808221e-001
1.676499999999351e-002	6.808702e-001
1.678499999999350e-002	6.811172e-001
1.680499999999349e-002	6.815556e-001
1.682499999999348e-002	6.821724e-001
1.684499999999348e-002	6.829500e-001
1.686499999999347e-002	6.838669e-001
1.688499999999346e-002	6.848996e-001
1.690499999999345e-002	6.860232e-001
1.692499999999345e-002	6.872123e-001
1.694499999999344e-002	6.884423e-001
1.696499999999343e-002	6.896901e-001
1.698499999999342e-002	6.909341e-001
1.700499999999341e-002	6.921546e-001
1.702499999999341e-002	6.933343e-001
1.704499999999340e-002	6.944580e-001
1.706499999999339e-002	6.955122e-001
1.708499999999338e-002	6.964858e-001
1.710499999999338e-002	6.973689e-001
1.712499999999337e-002	6.981534e-001
1.714499999999336e-002	6.988329e-001
1.716499999999335e-002	6.994019e-001
1.718499999999334e-002	6.998560e-001
1.720499999999334e-002	7.001923e-001
1.722499999999333e-002	7.004083e-001
1.724499999999332e-002	7.005028e-001
1.726499999999331e-002	7.004746e-001
1.728499999999331e-002	7.003239e-001
1.730499999999330e-002	7.000515e-001
1.732499999999329e-002	6.996591e-001
1.734499999999328e-002	6.991497e-001
1.736499999999328e-002	6.985272e-001
1.738499999999327e-002	6.977962e-001
1.740499999999326e-002	6.969631e-001
1.742499999999325e-002	6.960350e-001
1.744499999999324e-002	6.950209e-001
1.746499999999324e-002	6.939312e-001
1.748499999999323e-002	6.927782e-001
1.750499999999322e-002	6.915762e-001
1.752499999999321e-002	6.903416e-001
1.754499999999321e-002	6.890927e-001
1.756499999999320e-002	6.878501e-001
1.758499999999319e-002	6.866363e-001
1.760499999999318e-002	6.854752e-001
1.762499999999317e-002	6.843918e-001
1.764499999999317e-002	6.834113e-001
1.766499999999316e-002	6.825582e-001
1.768499999999315e-002	6.818552e-001
1.770499999999314e-002	6.813220e-001
1.772499999999314e-002	6.809741e-001
1.774499999999313e-002	6.808218e-001
1.776499999999312e-002	6.808700e-001
1.778499999999311e-002	6.811170e-001
1.780499999999310e-002	6.815554e-001
1.782499999999310e-002	6.821722e-001
1.784499999999309e-002	6.829498e-001
1.786499999999308e-002	6.838667e-001
1.788499999999307e-002	6.848994e-001
1.790499999999307e-002	6.860230e-001
1.792499999999306e-002	6.872120e-001
1.794499999999305e-002	6.884421e-001
1.796499999999304e-002	6.896899e-001
1.798499999999303e-002	6.909338e-001
1.800499999999303e-002	6.921544e-001
1.802499999999302e-002	6.933342e-001
1.804499999999301e-002	6.944578e-001
1.806499999999300e-002	6.955121e-001
1.808499999999300e-002	6.964856e-001
1.810499999999299e-002	6.973686e-001
1.812499999999298e-002	6.981533e-001
1.814499999999297e-002	6.988327e-001
1.816499999999297e-002	6.994016e-001
1.818499999999296e-002	6.998559e-001
1.820499999999295e-002	7.001922e-001
1.822499999999294e-002	7.004082e-001
1.824499999999293e-002	7.005026e-001
1.826499999999293e-002	7.004745e-001
1.828499999999292e-002	7.003238e-001
1.830499999999291e-002	7.000513e-001
1.832499999999290e-002	6.996590e-001
1.834499999999290e-002	6.991495e-001
1.836499999999289e-002	6.985270e-001
1.838499999999288e-002	6.977961e-001
1.840499999999287e-002	6.969630e-001
1.842499999999286e-002	6.960348e-001
1.844499999999286e-002	6.950207e-001
1.846499999999285e-002	6.939310e-001
1.848499999999284e-002	6.927781e-001
1.850499999999283e-002	6.915761e-001
1.852499999999283e-002	6.903414e-001
1.854499999999282e-002	6.890925e-001
1.856499999999281e-002	6.878499e-001
1.858499999999280e-002	6.866361e-001
1.860499999999279e-002	6.854750e-001
1.862499999999279e-002	6.843916e-001
1.864499999999278e-002	6.834111e-001
1.866499999999277e-002	6.825580e-001
1.868499999999276e-002	6.818550e-001
1.870499999999276e-002	6.813217e-001
1.872499999999275e-002	6.809738e-001
1.874499999999274e-002	6.808216e-001
1.876499999999273e-002	6.808698e-001
1.878499999999272e-002	6.811168e-001
1.880499999999272e-002	6.815552e-001
1.882499999999271e-002	6.821720e-001
1.884499999999270e-002	6.829495e-001
1.886499999999269e-002	6.838665e-001
1.888499999999269e-002	6.848992e-001
1.890499999999268e-002	6.860228e-001
1.892499999999267e-002	6.872119e-001
1.894499999999266e-002	6.884419e-001
1.896499999999265e-002	6.896898e-001
1.898499999999265e-002	6.909337e-001
1.900499999999264e-002	6.921542e-001
1.902499999999263e-002	6.933340e-001
1.904499999999262e-002	6.944577e-001
1.906499999999262e-002	6.955119e-001
1.908499999999261e-002	6.964854e-001
1.910499999999260e-002	6.973685e-001
1.912499999999259e-002	6.981531e-001
1.914499999999259e-002	6.988326e-001
1.916499999999258e-002	6.994015e-001
1.918499999999257e-002	6.998557e-001
1.920499999999256e-002	7.001920e-001
1.922499999999255e-002	7.004080e-001
1.924499999999255e-002	7.005024e-001
1.926499999999254e-002	7.004744e-001
1.928499999999253e-002	7.003237e-001
1.930499999999252e-002	7.000512e-001
1.932499999999252e-002	6.996588e-001
1.934499999999251e-002	6.991494e-001
1.936499999999250e-002	6.985269e-001
1.938499999999249e-002	6.977959e-001
1.940499999999248e-002	6.969627e-001
1.942499999999248e-002	6.960347e-001
1.944499999999247e-002	6.950206e-001
1.946499999999246e-002	6.939309e-001
1.948499999999245e-002	6.927779e-001
1.950499999999245e-002	6.915759e-001
1.952499999999244e-002	6.903412e-001
1.954499999999243e-002	6.890923e-001
1.956499999999242e-002	6.878498e-001
1.958499999999241e-002	6.866359e-001
1.960499999999241e-002	6.854748e-001
1.962499999999240e-002	6.843914e-001
1.964499999999239e-002	6.834109e-001
1.966499999999238e-002	6.825578e-001
1.968499999999238e-002	6.818547e-001
1.970499999999237e-002	6.813215e-001
1.972499999999236e-002	6.809736e-001
1.974499999999235e-002	6.808214e-001
1.976499999999234e-002	6.808695e-001
1.978499999999234e-002	6.811165e-001
1.980499999999233e-002	6.815550e-001
1.982499999999232e-002	6.821718e-001
1.984499999999231e-002	6.829493e-001
1.986499999999231e-002	6.838663e-001
1.988499999999230e-002	6.848990e-001
1.990499999999229e-002	6.860225e-001
1.992499999999228e-002	6.872116e-001
1.994499999999227e-002	6.884418e-001
1.996499999999227e-002	6.896895e-001
1.998499999999226e-002	6.909335e-001
1.999499999999226e-002	6.915489e-001
2.000000000000000e-002	6.918544e-001
